drugbank_id,name,type,cas_number,groups,synonyms
DB00145,Glycine,small molecule,56-40-6,approved|nutraceutical|vet_approved,Aminoacetic acid|Aminoessigsäure|Aminoethanoic acid|Gly|Glycin|Glycocoll|Glykokoll|Glyzin|Leimzucker
DB00146,Calcidiol,small molecule,19356-17-3,approved|nutraceutical,"(3S,5Z,7E)-9,10-secocholesta-5,7,10-triene-3,25-diol|(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol|(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-triene-3,25-diol|25-hydroxycholecalciferol|25-Hydroxyvitamin D3|Calcidiol|Calcifédiol|Calcifediol|Calcifediol anhydrous|Calcifediol Anhydrous|Calcifediolum"
DB00147,Pyridoxal,small molecule,66-72-8,approved|nutraceutical,2-methyl-3-hydroxy-4-formyl-5-hydroxymethylpyridine|3-hydroxy-5-(hydroxymethyl)-2-methyl-4-pyridinecarboxaldehyde|3-hydroxy-5-(hydroxymethyl)-2-methylisonicotinaldehyde|3-hydroxy-5-(hydroxymethyl)-2-methylpyridine-4-carboxaldehyde|Piridoxal|Pyridoxaldehyde
DB00148,Creatine,small molecule,57-00-1,investigational|nutraceutical,((amino(Imino)methyl)(methyl)amino)acetic acid|(alpha-Methylguanido)acetic acid|(N-methylcarbamimidamido)acetic acid|(α-methylguanido)acetic acid|alpha-Methylguanidino acetic acid|Creatin|Creatine|Kreatin|Methylglycocyamine|N-(aminoiminomethyl)-N-methylglycine|N-[(e)-AMINO(imino)methyl]-N-methylglycine|N-Amidinosarcosine|N-Carbamimidoyl-N-methylglycine|N-Methyl-N-guanylglycine
DB00149,L-Leucine,small molecule,61-90-5,approved|nutraceutical,(2S)-2-Amino-4-methylpentanoic acid|(2S)-alpha-2-Amino-4-methylvaleric acid|(2S)-alpha-Leucine|(S)-(+)-Leucine|(S)-Leucine|2-Amino-4-methylvaleric acid|L|L-Leucin|L-Leuzin|Leu|Leucine
DB00150,L-Tryptophan,small molecule,73-22-3,approved|nutraceutical|withdrawn,(2S)-2-amino-3-(1H-indol-3-yl)propanoic acid|(S)-alpha-Amino-beta-(3-indolyl)-propionic acid|(S)-Tryptophan|(S)-α-amino-1H-indole-3-propanoic acid|L-(-)-Tryptophan|L-(−)-tryptophan|L-β-3-indolylalanine|Trp|Tryptophan|W
DB00151,L-Cysteine,small molecule,52-90-4,approved|nutraceutical,(2R)-2-amino-3-mercaptopropanoic acid|(2R)-2-amino-3-sulfanylpropanoic acid|(R)-2-Amino-3-mercaptopropanoic acid|Cys|Cysteine|Free Cysteine|L-2-Amino-3-mercaptopropionic acid|L-Cys|L-Cystein|L-Zystein
DB00152,Thiamine,small molecule,59-43-8,approved|nutraceutical|vet_approved,3-(4-AMINO-2-methyl-pyrimidin-5-ylmethyl)-5-(2-hydroxy-ethyl)-4-methyl-thiazol-3-ium|Aneurin|Antiberiberi factor|Thiamin|Thiamine|thiamine(1+)|thiamine(1+) ion|thiaminium|Vitamin B1
DB00153,Ergocalciferol,small molecule,50-14-6,approved|nutraceutical,"(3β,5Z,7E,22E)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol|(5Z,7E,22E)-(3S)-9,10-seco-5,7,10(19),22-ergostatetraen-3-ol|(5Z,7E,22E)-(3S)-9,10-secoergosta-5,7,10(19),22-tetraen-3-ol|Activated ergosterol|Ercalciol|Ergocalciférol|Ergocalciferol|Ergocalciferolum|Oleovitamin D2|Viosterol|Vitamin D2|Vitamina D2"
DB00154,Dihomo-gamma-linolenic acid,small molecule,1783-84-2,approved|investigational|nutraceutical,"(8Z,11Z,14Z)-Icosatrienoic acid|(Z,Z,Z)-8,11,14-Eicosatrienoic acid|(Z,Z,Z)-8,11,14-Icosatrienoate|(Z,Z,Z)-8,11,14-Icosatrienoic acid|20:3, n-6,9,12 all-cis|8,11,14-Eicosatrienoic Acid|8c,11c,14c-eicosatrienoic acid|8c,11c,14c-Eicosatriensaeure|all-cis-8,11,14-eicosatrienoic acid|all-cis-8,11,14-icosatrienoic acid|all-cis-eicosa-8,11,14-trienoic acid|all-cis-Eicosa-8,11,14-triensaeure|all-cis-icosa-8,11,14-trienoic acid|C20:3, n-6,9,12 all-cis|cis,cis,cis-8,11,14-eicosatrienoic acid|DGLA|Dihomo-γ-linolenic acid|eicosa-8Z,11Z,14Z-trienoic acid|gamma-Homolinolenic acid|Homo-gamma-linolenic acid|Homo-gamma-linolensaeure"
DB00155,L-Citrulline,small molecule,372-75-8,approved|investigational|nutraceutical,(S)-2-Amino-5-ureidopentanoic acid|2-Amino-5-ureidovaleric acid|alpha-amino-delta-Ureidovaleric acid|Cit|Citrulline|delta-Ureidonorvaline|L-2-Amino-5-ureidovaleric acid|L-Citrulline|N(5)-(Aminocarbonyl)-L-ornithine|N(delta)-Carbamylornithine|N5-(Aminocarbonyl)ornithine|N5-Carbamoyl-L-ornithine|N5-carbamoylornithine|α-amino-δ-ureidovaleric acid|δ-ureidonorvaline
DB00156,L-Threonine,small molecule,72-19-5,approved|nutraceutical,"(2S,3R)-(-)-Threonine|(2S)-threonine|2-Amino-3-hydroxybutyric acid|L-(-)-Threonine|L-2-Amino-3-hydroxybutyric acid|L-alpha-amino-beta-hydroxybutyric acid|L-Threonin|L-α-amino-β-hydroxybutyric acid|Thr|Threonine"
DB00157,NADH,small molecule,58-68-4,approved|nutraceutical,"1,4-dihydronicotinamide adenine dinucleotide|DPNH|NAD reduced form|Nicotinamide adenine dinucleotide (reduced)|Nicotinamide-adenine dinucleotide, reduced|Reduced nicotinamide adenine diphosphate|Reduced nicotinamide-adenine dinucleotide"
DB00158,Folic Acid,small molecule,59-30-3,approved|nutraceutical|vet_approved,"Folacin|Folate|Folic acid|Folsaeure|N-[(4-{[(2-amino-4-oxo-1,4-dihydropteridin-6-yl)methyl]amino}phenyl)carbonyl]-L-glutamic acid|N-Pteroyl-L-glutamic acid|PGA|PteGlu|Pteroyl-L-glutamate|Pteroyl-L-glutamic acid|Pteroyl-L-monoglutamic acid|Pteroylglutamic acid|Vitamin B9|Vitamin Bc|Vitamin M"
DB00159,Icosapent,small molecule,10417-94-4,approved|nutraceutical,"(5Z,8Z,11Z,14Z,17Z)-5,8,11,14,17-Eicosapentaenoic acid|(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate|(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid|(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid|(all-Z)-5,8,11,14,17-Eicosapentaenoic acid|5,8,11,14,17-EICOSAPENTAENOIC acid|5,8,11,14,17-Icosapentaenoic acid|all-cis-5,8,11,14,17-eicosapentaenoic acid|all-cis-5,8,11,14,17-icosapentaenoic acid|all-cis-icosa-5,8,11,14,17-pentaenoic acid|cis-5,8,11,14,17-Eicosapentaenoic acid|cis-5,8,11,14,17-EPA|cis-delta(5,8,11,14,17)-Eicosapentaenoic acid|cis, cis, cis, cis, cis-Eicosa-5,8,11,14,17-pentaenoic acid|Eicosapentaenoic acid|EPA|Icosapent|Icosapentaenoic acid|Icosapento|Icosapentum|Timnodonic acid"
DB00160,L-Alanine,small molecule,56-41-7,approved|nutraceutical,(2S)-2-aminopropanoic acid|(S)-2-aminopropanoic acid|(S)-alanine|Alanine|L-2-Aminopropionic acid|L-Alanin|L-alpha-Alanine|L-α-alanine
DB00161,L-Valine,small molecule,72-18-4,approved|nutraceutical,(2S)-2-Amino-3-methylbutanoic acid|(S)-Valine|2-Amino-3-methylbutyric acid|L-(+)-alpha-Aminoisovaleric acid|L-alpha-Amino-beta-methylbutyric acid|Val|Valine
DB00162,Vitamin A,small molecule,68-26-8,approved|nutraceutical|vet_approved,"(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraen-1-ol|all-trans-retinol|all-trans-retinyl alcohol|all-trans-vitamin A alcohol|Retinol|Vitamin A1"
DB00163,Vitamin E,small molecule,59-02-9,approved|nutraceutical|vet_approved,"(+)-α-tocopherol|(2R,4'R,8'R)-α-tocopherol|(2R)-2,5,7,8-TETRAMETHYL-2-[(4R,8R)-4,8,12-TRIMETHYLTRIDECYL]CHROMAN-6-OL|(R,R,R)-α-tocopherol|5,7,8-trimethyltocol|alpha-tocopherol|d-α-tocopherol"
DB00165,Pyridoxine,small molecule,65-23-6,approved|nutraceutical|vet_approved,"2-Methyl-3-hydroxy-4,5-dihydroxymethylpyridine|3-hydroxy-4,5-bis(hydroxymethyl)-2-methylpyridine|3-Hydroxy-4,5-dimethylol-alpha-picoline|5-Hydroxy-6-methyl-3,4-pyridinedimethanol|Pyridoxine|Pyridoxol|Vitamin B6"
DB00166,Lipoic Acid,small molecule,1200-22-2,approved|nutraceutical,"(+)-alpha-Lipoic acid|(R)-(+)-Lipoate|(R)-(+)-lipoic acid|(R)-1,2-Dithiolane-3-pentanoic acid|(R)-1,2-dithiolane-3-valeric acid|(R)-6,8-thioctic acid|(R)-lipoic acid|alpha-Lipoic acid|alpha-Liponsäure|D-thioctic acid|R-(+)-thioctic acid|R-alpha-lipoic acid|Thioctic acid D-form|α-lipoic acid"
DB00167,L-Isoleucine,small molecule,73-32-5,approved|nutraceutical,"(2S,3S)-2-Amino-3-methylpentanoic acid|2-Amino-3-methylvaleric acid|alpha-amino-beta-methylvaleric acid|I|Ile|Isoleucine|L-Isoleucine|α-amino-β-methylvaleric acid"
DB00168,Aspartame,small molecule,22839-47-0,approved|nutraceutical,1-Methyl N-L-alpha-aspartyl-L-phenylalanate|1-Methyl N-L-alpha-aspartyl-L-phenylalanine|1-methyl N-L-α-aspartyl-L-phenylalanate|3-Amino-N-(alpha-carboxyphenethyl)succinamic acid N-methyl ester|3-Amino-N-(alpha-methoxycarbonylphenethyl) succinamic acid|3-Amino-N-(α-carboxyphenethyl)succinamic acid N-methyl ester|3-Amino-N-(α-methoxycarbonylphenethyl) succinamic acid|Asp-phe-ome|Aspartam|Aspartame|Aspartamo|Aspartamum|Aspartylphenylalanine methyl ester|L-Aspartyl-L-phenylalanine methyl ester
DB00169,Cholecalciferol,small molecule,67-97-0,approved|nutraceutical,"(+)-vitamin D3|(1S,3Z)-3-[(2e)-2-[(1R,3AR,7as)-7a-methyl-1-[(2R)-6-methylheptan-2-yl]-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidene-cyclohexan-1-ol|(3β,5Z,7E)-9,10-secocholesta-5,7,10(19)-trien-3-ol|(5Z,7E)-(3S)-9,10-secocholesta-5,7,10(19)-trien-3-ol|Activated 7-dehydrocholesterol|Calciol|CC|Colecalciferol|colecalciferolum|Oleovitamin D3|Vitamin D-3|Vitamin D3"
DB00170,Menadione,small molecule,58-27-5,approved|nutraceutical,"2-Methyl-1,4-Naphthalenedione|2-Methyl-1,4-naphthochinon|2-Methyl-1,4-naphthoquinone|Menadione|Vitamin K3"
DB00171,ATP,small molecule,56-65-5,investigational|nutraceutical,Adenosine 5'-triphosphate|Adenosine triphosphate|Adenosine-5'-triphosphate|ATP
DB00172,L-Proline,small molecule,147-85-3,approved|nutraceutical,(-)-2-Pyrrolidinecarboxylic acid|(−)-(S)-proline|(−)-2-pyrrolidinecarboxylic acid|(−)-proline|(2S)-pyrrolidine-2-carboxylic acid|(S)-2-Carboxypyrrolidine|(S)-2-Pyrrolidinecarboxylic acid|(S)-pyrrolidine-2-carboxylic acid|2-Pyrrolidinecarboxylic acid|L-(−)-proline|L-alpha-pyrrolidinecarboxylic acid|L-Prolin|L-pyrrolidine-2-carboxylic acid|L-α-pyrrolidinecarboxylic acid|P|Prolina|Proline|Prolinum
DB00173,Adenine,small molecule,73-24-5,approved|nutraceutical,6-Aminopurine|Adenin|Vitamin B4
DB00174,L-Asparagine,small molecule,70-47-3,approved|investigational|nutraceutical,"(2S)-2-amino-3-carbamoylpropanoic acid|(2S)-2,4-diamino-4-oxobutanoic acid|(S)-2-amino-3-carbamoylpropanoic acid|(S)-Asparagine|2-Aminosuccinamic acid|alpha-aminosuccinamic acid|Asn|Asparagine|Aspartamic acid|L-2-aminosuccinamic acid|L-Asparagin|L-Asparagine|L-aspartic acid beta-amide|L-aspartic acid β-amide|N|α-aminosuccinamic acid"
DB00175,Pravastatin,small molecule,81093-37-0,approved,"(+)-(3R,5R)-3,5-Dihydroxy-7-[(1S,2S,6S,8S,8ar)-6-hydroxy-2-methyl-8-{[(S)-2-methylbutyryl]oxy}-1,2,6,7,8,8a-hexahydro-1-naphthyl]heptanoic acid|Pravastatin acid|Pravastatina|Pravastatine|Pravastatinum"
DB00176,Fluvoxamine,small molecule,54739-18-3,approved|investigational,Fluvoxamina|Fluvoxamine|Fluvoxaminum
DB00177,Valsartan,small molecule,137862-53-4,approved|investigational,(S)-N-Valeryl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]-methyl}-valine|N-(P-(O-1H-Tetrazol-5-ylphenyl)benzyl)-N-valeryl-L-valine|N-pentanoyl-N-{[2'-(1H-tetrazol-5-yl)biphenyl-4-yl]methyl}-L-valine
DB00178,Ramipril,small molecule,87333-19-5,approved,"(2S-(1(R*(r*)),2alpha,3abeta,6abeta))-1-(2-((1-(ethoxycarbonyl)-3-phenylpropyl)amino)-1-oxopropyl)octahydrocyclopenta(b)pyrrole-2-carboxylic acid|Altace (tn)|Ramipril|Ramiprilum|Tritace"
DB00179,Masoprocol,small molecule,27686-84-6,approved|investigational,"erythro-nordihydroguaiaretic acid|Masoprocolum|meso-1,4-bis(3,4-dihydroxyphenyl)-2,3-dimethylbutane|meso-2,3-bis(3,4-dihydroxyphenylmethyl)butane|meso-4-[4-(3,4-dihydroxyphenyl)-2,3-dimethylbutyl]benzene-1,2-diol|meso-4,4'-(2,3-dimethyl-1,4-butanediyl)bis(pyrocatechol)|meso-4,4'-(2,3-dimethyltetramethylene)dipyrocatechol|meso-NDGA|meso-nordihydroguaiaretic acid|meso-β,γ-dimethyl-α,δ-bis(3,4-dihydroxyphenyl)butan|Nordihydroguaiaretic acid"
DB00180,Flunisolide,small molecule,3385-03-3,approved|investigational,Flunisolida|Flunisolide|Flunisolide anhydrous|Flunisolidum
DB00181,Baclofen,small molecule,1134-47-0,approved,(+-)-Baclofen|4-Amino-3-(4-chlorophenyl)butyric acid|Baclofene|Baclofeno|Baclofenum|beta-(4-Chlorophenyl)gaba|beta-(Aminomethyl)-4-chlorobenzenepropanoic acid|beta-(Aminomethyl)-P-chlorohydrocinnamic acid|beta-(P-Chlorophenyl)-gamma-aminobutyric acid|DL-4-Amino-3-P-chlorophenylbutanoic acid|DL-Baclofen|gamma-Amino-beta-(P-chlorophenyl)butyric acid
DB00182,Amphetamine,small molecule,300-62-9,approved|illicit,1-phenyl-2-aminopropane|1-Phenylpropan-2-amin|alpha-Methylbenzeneethaneamine|alpha-Methylphenylethylamine|Amfetamine|Amfetaminum|Amphetamin|Amphetamine|beta-Aminopropylbenzene|beta-Phenylisopropylamin|beta-Phenylisopropylamine|Desoxynorephedrine|rac-(2R)-1-phenylpropan-2-amine|rac-amphetamine|α-methylbenzeneethaneamine|α-methylphenethylamine|β-aminopropylbenzene|β-phenylisopropylamine
DB00183,Pentagastrin,small molecule,5534-95-2,approved,
DB00184,Nicotine,small molecule,54-11-5,approved,(−)-nicotine|(S)-(−)-nicotine|(S)-3-(1-methylpyrrolidin-2-yl)pyridine|(S)-3-(N-methylpyrrolidin-2-yl)pyridine|(S)-Nicotine|3-(2-(N-methylpyrrolidinyl))pyridine|3-(N-methylpyrollidino)pyridine|L(−)-nicotine|Nicotine betadex|Nicotine polacrilex
DB00185,Cevimeline,small molecule,107233-08-9,approved,"2-Methyspiro(1,3-oxathiolane-5,3)quinuclidine|Cevimelina|Cevimelinum|Sni 2011"
DB00186,Lorazepam,small molecule,846-49-1,approved,o-Chlorooxazepam|o-Chloroxazepam
DB00187,Esmolol,small molecule,81147-92-4,approved,(±)-esmolol|(±)-methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate|3-[4-(2-Hydroxy-3-isopropylamino-propoxy)-phenyl]-propionic acid methyl ester|Methyl 4-(2-hydroxy-3-((1-methylethyl)amino)propoxy)benzenepropanoate|methyl p-(2-hydroxy-3-(isopropylamino)propoxy)hydrocinnamate
DB00188,Bortezomib,small molecule,179324-69-7,approved|investigational,[(1R)-3-methyl-1-({(2S)-3-phenyl-2-[(pyrazin-2-ylcarbonyl)amino]propanoyl}amino)butyl]boronic acid|N-[(1R)-1-(DIHYDROXYBORYL)-3-methylbutyl]-N-(pyrazin-2-ylcarbonyl)-L-phenylalaninamide|N-[(1R)-1-(DIHYDROXYBORYL)-3-METHYLBUTYL]-N-(PYRAZIN-2-YLCARBONYL)-L-PHENYLALANINAMIDE
DB00189,Ethchlorvynol,small molecule,113-18-8,approved|illicit|withdrawn,1-chloro-3-ethyl-1-penten-4-yn-3-ol|1-Chloro-3-ethyl-pent-1-en-4-yn-3-ol|3-(beta-chlorovinyl)-1-pentyn-3-ol|3-(β-chlorovinyl)-1-pentyn-3-ol|ethyl β-chlorovinyl ethynyl carbinol|β-chlorovinyl ethyl ethynyl carbinol
DB00190,Carbidopa,small molecule,28860-95-9,approved,"(-)-L-alpha-Hydrazino-3,4-dihydroxy-alpha-methylhydrocinnamic acid monohydrate|(S)-(−)-carbidopa|(S)-carbidopa|(αS)-α-hydrazino-3,4-dihydroxy-α-methylbenzenepropanoic acid|Carbidopum|L-3-(3,4-dihydroxyphenyl)-2-methyl-2-hydrazinopropionic acid|L-α-methyldopahydrazine"
DB00191,Phentermine,small molecule,122-09-8,approved|illicit,"alpha,alpha-Dimethylphenethylamine|Fentermina|Phentermine resin|Phenterminum"
DB00192,Indecainide,small molecule,74517-78-5,approved,Indecainida|Indecainide|Indecainidum
DB00193,Tramadol,small molecule,27203-92-5,approved|investigational,(+)-Tramadol|(+)-trans-2-(Dimethylaminomethyl)-1-(m-methoxyphenyl)cyclohexanol
DB00194,Vidarabine,small molecule,24356-66-9,approved|investigational,"2-(6-AMINO-purin-9-yl)-5-hydroxymethyl-tetrahydro-furan-3,4-diol|9-beta-D-Arabinofuranosyl-9H-purin-6-amine|9-beta-D-arabinofuranosyl-adenine|9-beta-D-Arabinofuranosyladenine|9-β-D-arabinofuranosyl-9H-purin-6-amine|9-β-D-arabinofuranosyladenine|Spongoadenosine|Vidarabine"
DB00195,Betaxolol,small molecule,63659-18-7,approved,1-(4-(2-(Cyclopropylmethoxy)ethyl)phenoxy)-3-((1-methylethyl)amino)-2-propanol|1-(Isopropylamino)-3-[P-(cyclopropylmethoxyethyl)phenoxy]-2-propanol|Betaxololum
DB00196,Fluconazole,small molecule,86386-73-4,approved,"2-(2,4-DIFLUOROPHENYL)-1,3-di(1H-1,2,4-triazol-1-yl)propan-2-ol|2,4-Difluoro-alpha,alpha-bis(1H-1,2,4-triazol-1-ylmethyl)benzyl alcohol|Biozole|Elazor|Fluconazol|Fluconazolum|Triflucan"
DB00197,Troglitazone,small molecule,97322-87-7,investigational|withdrawn,
DB00198,Oseltamivir,small molecule,196618-13-0,approved,"(−)-oseltamivir|1-Cyclohexene-1-carboxylic acid, 4-(acetylamino)-5-amino-3-(1-ethylpropoxy)-, ethyl ester, (3R-(3alpha,4beta,5alpha))-|Ethyl (3R,4R,5S)-4-acetamido-5-amino-3-(1-ethylpropoxy)-1-cyclohexene-1-carboxylate|Oseltamivir|oséltamivir|Oseltamivirum"
DB00199,Erythromycin,small molecule,114-07-8,approved|vet_approved,3''-O-demethylerythromycin|Abomacetin|Eritromicina|Erythromycin A|Erythromycin C|érythromycine|Erythromycinum
DB00200,Hydroxocobalamin,small molecule,13422-51-0,approved,Hydroxocobalamin anhydrous|Hydroxocobalamine|Hydroxocobalaminum anhydrous|Hydroxycobalamin|OH-Cbl|Vitamin B-12b
DB00201,Caffeine,small molecule,58-08-2,approved,"1-methyltheobromine|1,3,7-trimethyl-2,6-dioxopurine|1,3,7-trimethylpurine-2,6-dione|1,3,7-trimethylxanthine|3,7-Dihydro-1,3,7-trimethyl-1H-purin-2,6-dion|7-methyltheophylline|Anhydrous caffeine|Cafeína|Caféine|Caffeinum|Coffein|Coffeinum|Guaranine|Koffein|Mateína|Methyltheobromine|teína|Thein|Theine"
DB00202,Succinylcholine,small molecule,306-40-1,approved,"2,2'-[(1,4-DIOXOBUTANE-1,4-diyl)bis(oxy)]bis(N,N,N-trimethylethanaminium)|Dicholine succinate|Succinic acid, diester with choline|Succinocholine|Succinoylcholine|Succinylbischoline|Succinylcholine|Succinyldicholine|Suxamethonium"
DB00203,Sildenafil,small molecule,139755-83-2,approved|investigational,"1-((3-(4,7-Dihydro-1-methyl-7-oxo-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-5-yl)-4-ethoxyphenyl)sulfonyl)-4-methylpiperazine"
DB00204,Dofetilide,small molecule,115256-11-6,approved,beta-((p-Methanesulfonamidophenethyl)methylamino)methanesulfono-p-phenetidide|Dofetilida|Dofetilidum
DB00205,Pyrimethamine,small molecule,58-14-0,approved|vet_approved,"2,4-Diamino-5-(4-chlorophenyl)-6-ethylpyrimidine|2,4-Diamino-5-(P-chlorophenyl)-6-ethylpyrimidine|2,4-Diamino-5-chlorophenyl-6-ethylpyrimidine|5-(4-Chlorophenyl)-6-ethyl-2,4-diaminopyrimidine|5-(4-Chlorophenyl)-6-ethyl-2,4-pyrimidinediamine|5-(4'-Chlorophenyl)-2,4-diamino-6-ethylpyrimidine|CD|Chloridine|Chloridyn|Diaminopyritamin|Ethylpyrimidine|Pirimetamina|Primethamine|Pyrimethaminum"
DB00206,Reserpine,small molecule,50-55-5,approved|investigational,"(-)-Reserpine|(−)-reserpine|(3beta,16beta,17alpha,18beta,20alpha)-11,17-Dimethoxy-18-[(3,4,5-trimethoxybenzoyl)oxy]yohimban-16-carboxylic acid methyl ester|3,4,5-trimethoxybenzoyl methyl reserpate|Apoplon|Reserpin|Reserpine|Serpalan"
DB00207,Azithromycin,small molecule,83905-01-5,approved,Azithromycine|Azithromycinum|Azitromicina
DB00208,Ticlopidine,small molecule,55142-85-3,approved,Ticlopidina|Ticlopidinum
DB00209,Trospium,small molecule,47608-32-2,approved,
DB00210,Adapalene,small molecule,106685-40-9,approved,6-(3-(1-Adamantyl)-4-methoxyphenyl)-2-naphthoic acid|Adaferin|Adapaleno|Adapalenum|Differine
DB00211,Midodrine,small molecule,42794-76-3,approved,"(+-)-2-amino-N-(beta-hydroxy-2,5-dimethoxyphenethyl)acetamide|1-(2',5'-Dimethoxyphenyl)-2-glycinamidoethanol|2-Amino-N-(2,5-dimethoxy-beta-hydroxyphenethyl)acetamide|DL-N1-(beta-Hydroxy-2,5-dimethoxyphenethyl)glycinamid|Midodrin|Midodrina|Midodrinum"
DB00212,Remikiren,small molecule,126222-34-2,approved,
DB00213,Pantoprazole,small molecule,102625-70-7,approved,Pantoprazol|Pantoprazolum
DB00214,Torasemide,small molecule,56211-40-6,approved,1-Isopropyl-3-((4-m-toluidino-3-pyridyl)sulfonyl)urea|Luprac|N-(((1-Methylethyl)amino)carbonyl)-4-((3-methylphenyl)amino)-3-pyridinesulfonamide|Torasemida|Torasemidum|Torsemide
DB00215,Citalopram,small molecule,59729-33-8,approved,Citadur|Nitalapram
DB00216,Eletriptan,small molecule,143322-58-1,approved|investigational,Eletriptanum
DB00217,Bethanidine,small molecule,55-73-2,approved,"Betanidina|Betanidine|Betanidinum|N,N'-dimethyl-N''-(phenylmethyl)-guanidine"
DB00218,Moxifloxacin,small molecule,151096-09-2,approved|investigational,"1-Cyclopropyl-6-fluoro-1,4-dihydro-8-methoxy-7-((4as,7as)-octahydro-6H-pyrrolo(3,4-b)pyridin-6-yl)-4-oxo-3-quinolinecarboxylic acid"
DB00219,Oxyphenonium,small molecule,14214-84-7,approved,Oxyphenonium cation|Oxyphenonium ion
